"","Genus","Species"
"Otu03031",NA,NA
"Otu03032",NA,NA
"Otu03033",NA,NA
"Otu03034",NA,NA
"Otu03035",NA,NA
"Otu03036",NA,NA
"Otu03037",NA,NA
"Otu03038",NA,NA
"Otu03039",NA,NA
"Otu03040",NA,NA
"Otu03041",NA,NA
"Otu03042",NA,NA
"Otu03043",NA,NA
"Otu03044",NA,NA
"Otu03045",NA,NA
"Otu03046",NA,NA
"Otu03047",NA,NA
"Otu03048",NA,NA
"Otu03049",NA,NA
"Otu03050",NA,NA
"Otu03051",NA,NA
"Otu03052",NA,NA
"Otu03053",NA,NA
"Otu03054",NA,NA
"Otu03055",NA,NA
"Otu03056",NA,NA
"Otu03057",NA,NA
"Otu03058",NA,NA
"Otu03059",NA,NA
"Otu03060",NA,NA
"Otu03061",NA,NA
"Otu03062",NA,NA
"Otu03063",NA,NA
"Otu03064",NA,NA
"Otu03065",NA,NA
"Otu03066",NA,NA
"Otu03067",NA,NA
"Otu03068",NA,NA
"Otu03069",NA,NA
"Otu03070",NA,NA
"Otu03071",NA,NA
"Otu03072",NA,NA
"Otu03073",NA,NA
"Otu03074",NA,NA
"Otu03075",NA,NA
"Otu03076",NA,NA
"Otu03077",NA,NA
"Otu03078",NA,NA
"Otu03079",NA,NA
"Otu03080",NA,NA
"Otu03081",NA,NA
"Otu03082","Roseburia","inulinivorans"
"Otu03083",NA,NA
"Otu03084",NA,NA
"Otu03085",NA,NA
"Otu03086",NA,NA
"Otu03087",NA,NA
"Otu03088",NA,NA
"Otu03089",NA,NA
"Otu03090",NA,NA
"Otu03091","Clostridium","perfringens/thermophilus"
"Otu03092",NA,NA
"Otu03093",NA,NA
"Otu03094",NA,NA
"Otu03095",NA,NA
"Otu03096",NA,NA
"Otu03097",NA,NA
"Otu03098",NA,NA
"Otu03099",NA,NA
"Otu03100",NA,NA
"Otu03101",NA,NA
"Otu03102",NA,NA
"Otu03103",NA,NA
"Otu03104",NA,NA
"Otu03105",NA,NA
"Otu03106",NA,NA
"Otu03107",NA,NA
"Otu03108",NA,NA
"Otu03109",NA,NA
"Otu03110","Gordonia","alkaliphila"
"Otu03111",NA,NA
"Otu03112",NA,NA
"Otu03113",NA,NA
"Otu03114",NA,NA
"Otu03115",NA,NA
"Otu03116",NA,NA
"Otu03117",NA,NA
"Otu03118",NA,NA
"Otu03119",NA,NA
"Otu03120",NA,NA
"Otu03121",NA,NA
"Otu03122",NA,NA
"Otu03123",NA,NA
"Otu03124",NA,NA
"Otu03125",NA,NA
"Otu03126",NA,NA
"Otu03127",NA,NA
"Otu03128",NA,NA
"Otu03129",NA,NA
"Otu03130",NA,NA
"Otu03131",NA,NA
"Otu03132",NA,NA
"Otu03134",NA,NA
"Otu03135",NA,NA
"Otu03136",NA,NA
"Otu03137",NA,NA
"Otu03138",NA,NA
"Otu03139",NA,NA
"Otu03140",NA,NA
"Otu03141",NA,NA
"Otu03142",NA,NA
"Otu03143",NA,NA
"Otu03144",NA,NA
"Otu03145",NA,NA
"Otu03146",NA,NA
"Otu03147",NA,NA
"Otu03148",NA,NA
"Otu03149",NA,NA
"Otu03150",NA,NA
"Otu03151",NA,NA
"Otu03152",NA,NA
"Otu03153",NA,NA
"Otu03154",NA,NA
"Otu03156","Aureivirga","marina"
"Otu03157",NA,NA
"Otu03158",NA,NA
"Otu03159",NA,NA
"Otu03160",NA,NA
"Otu03161",NA,NA
"Otu03162",NA,NA
"Otu03163",NA,NA
"Otu03164",NA,NA
"Otu03165",NA,NA
"Otu03166",NA,NA
"Otu03167",NA,NA
"Otu03168",NA,NA
"Otu03169",NA,NA
"Otu03170",NA,NA
"Otu03172",NA,NA
"Otu03173",NA,NA
"Otu03174",NA,NA
"Otu03175",NA,NA
"Otu03176",NA,NA
"Otu03177",NA,NA
"Otu03178",NA,NA
"Otu03179",NA,NA
"Otu03180","Phenylobacterium","koreense"
"Otu03181",NA,NA
"Otu03182",NA,NA
"Otu03183",NA,NA
"Otu03184",NA,NA
"Otu03185",NA,NA
"Otu03186",NA,NA
"Otu03187",NA,NA
"Otu03188",NA,NA
"Otu03189",NA,NA
"Otu03190",NA,NA
"Otu03191",NA,NA
"Otu03192",NA,NA
"Otu03193",NA,NA
"Otu03194",NA,NA
"Otu03195","Odoribacter","splanchnicus"
"Otu03196",NA,NA
"Otu03197",NA,NA
"Otu03198",NA,NA
"Otu03200",NA,NA
"Otu03201",NA,NA
"Otu03202",NA,NA
"Otu03203",NA,NA
"Otu03204",NA,NA
"Otu03205",NA,NA
"Otu03206",NA,NA
"Otu03207",NA,NA
"Otu03208",NA,NA
"Otu03209",NA,NA
"Otu03210",NA,NA
"Otu03211",NA,NA
"Otu03212",NA,NA
"Otu03213",NA,NA
"Otu03214","Micrococcus","alkanovora/aloeverae/antarcticus/cohnii/endophyticus/flavus/indicus/luteus/lylae/thailandicus/yunnanensis"
"Otu03216",NA,NA
"Otu03217",NA,NA
"Otu03218",NA,NA
"Otu03219",NA,NA
"Otu03220",NA,NA
"Otu03221",NA,NA
"Otu03222",NA,NA
"Otu03223",NA,NA
"Otu03225",NA,NA
"Otu03226",NA,NA
"Otu03227",NA,NA
"Otu03228",NA,NA
"Otu03229",NA,NA
"Otu03230","Thioglobus","autotrophicus"
"Otu03231",NA,NA
"Otu03232",NA,NA
"Otu03233","Aliivibrio","finisterrensis/fischeri/logei/salmonicida/sifiae/thorii/wodanis"
"Otu03234",NA,NA
"Otu03235",NA,NA
"Otu03236",NA,NA
"Otu03237",NA,NA
"Otu03238",NA,NA
"Otu03239",NA,NA
"Otu03240",NA,NA
"Otu03241",NA,NA
"Otu03242",NA,NA
"Otu03243",NA,NA
"Otu03244",NA,NA
"Otu03245",NA,NA
"Otu03246",NA,NA
"Otu03247",NA,NA
"Otu03248",NA,NA
"Otu03249",NA,NA
"Otu03250",NA,NA
"Otu03251",NA,NA
"Otu03252",NA,NA
"Otu03253",NA,NA
"Otu03254",NA,NA
"Otu03255",NA,NA
"Otu03256",NA,NA
"Otu03257",NA,NA
"Otu03258",NA,NA
"Otu03259",NA,NA
"Otu03260",NA,NA
"Otu03261",NA,NA
"Otu03262",NA,NA
"Otu03263",NA,NA
"Otu03264",NA,NA
"Otu03265",NA,NA
"Otu03266",NA,NA
"Otu03267",NA,NA
"Otu03268",NA,NA
"Otu03269",NA,NA
"Otu03270",NA,NA
"Otu03271",NA,NA
"Otu03272",NA,NA
"Otu03273",NA,NA
"Otu03275",NA,NA
"Otu03276",NA,NA
"Otu03277",NA,NA
"Otu03278",NA,NA
"Otu03279",NA,NA
"Otu03280",NA,NA
"Otu03281",NA,NA
"Otu03282",NA,NA
"Otu03283",NA,NA
"Otu03284",NA,NA
"Otu03285",NA,NA
"Otu03286",NA,NA
"Otu03287",NA,NA
"Otu03288",NA,NA
"Otu03289",NA,NA
"Otu03290",NA,NA
"Otu03291",NA,NA
"Otu03292",NA,NA
"Otu03294",NA,NA
"Otu03295",NA,NA
"Otu03296",NA,NA
"Otu03297",NA,NA
"Otu03298",NA,NA
"Otu03299",NA,NA
"Otu03300",NA,NA
"Otu03301",NA,NA
"Otu03302",NA,NA
"Otu03303",NA,NA
"Otu03304",NA,NA
"Otu03305",NA,NA
"Otu03306",NA,NA
"Otu03307",NA,NA
"Otu03308",NA,NA
"Otu03309",NA,NA
"Otu03310",NA,NA
"Otu03311",NA,NA
"Otu03312",NA,NA
"Otu03313",NA,NA
"Otu03314",NA,NA
"Otu03315",NA,NA
"Otu03316",NA,NA
"Otu03317",NA,NA
"Otu03318",NA,NA
"Otu03319",NA,NA
"Otu03320",NA,NA
"Otu03321",NA,NA
"Otu03322",NA,NA
"Otu03323",NA,NA
"Otu03324",NA,NA
"Otu03325",NA,NA
"Otu03326",NA,NA
"Otu03327",NA,NA
"Otu03328",NA,NA
"Otu03329",NA,NA
"Otu03330",NA,NA
"Otu03331",NA,NA
"Otu03332",NA,NA
"Otu03333",NA,NA
"Otu03334",NA,NA
"Otu03335",NA,NA
"Otu03336",NA,NA
"Otu03337",NA,NA
"Otu03339",NA,NA
"Otu03340",NA,NA
"Otu03341",NA,NA
"Otu03342",NA,NA
"Otu03343",NA,NA
"Otu03344",NA,NA
"Otu03345",NA,NA
"Otu03346",NA,NA
"Otu03347",NA,NA
"Otu03348",NA,NA
"Otu03349",NA,NA
"Otu03350",NA,NA
"Otu03351","Moraxella","canis/catarrhalis/porci"
"Otu03352",NA,NA
"Otu03353","Afifella","pfennigii"
"Otu03354",NA,NA
"Otu03355",NA,NA
"Otu03356",NA,NA
"Otu03357",NA,NA
"Otu03358",NA,NA
"Otu03359",NA,NA
"Otu03360",NA,NA
"Otu03361",NA,NA
"Otu03363",NA,NA
"Otu03364",NA,NA
"Otu03365",NA,NA
"Otu03366",NA,NA
"Otu03367",NA,NA
"Otu03368",NA,NA
"Otu03369",NA,NA
"Otu03370",NA,NA
"Otu03371","Anaerosinus","glycerini"
"Otu03372",NA,NA
"Otu03373",NA,NA
"Otu03374",NA,NA
"Otu03376",NA,NA
"Otu03378",NA,NA
"Otu03379",NA,NA
"Otu03380",NA,NA
"Otu03381",NA,NA
"Otu03382",NA,NA
"Otu03383",NA,NA
"Otu03384",NA,NA
"Otu03385",NA,NA
"Otu03386",NA,NA
"Otu03387",NA,NA
"Otu03388",NA,NA
"Otu03389",NA,NA
"Otu03390",NA,NA
"Otu03391",NA,NA
"Otu03392",NA,NA
"Otu03393",NA,NA
"Otu03394",NA,NA
"Otu03395",NA,NA
"Otu03396",NA,NA
"Otu03397",NA,NA
"Otu03398",NA,NA
"Otu03399",NA,NA
"Otu03400",NA,NA
"Otu03401",NA,NA
"Otu03402",NA,NA
"Otu03403",NA,NA
"Otu03404",NA,NA
"Otu03405",NA,NA
"Otu03406",NA,NA
"Otu03407",NA,NA
"Otu03408",NA,NA
"Otu03409",NA,NA
"Otu03410",NA,NA
"Otu03411",NA,NA
"Otu03412",NA,NA
"Otu03413",NA,NA
"Otu03414",NA,NA
"Otu03415",NA,NA
"Otu03416",NA,NA
"Otu03417",NA,NA
"Otu03418",NA,NA
"Otu03419",NA,NA
"Otu03420",NA,NA
"Otu03421",NA,NA
"Otu03422",NA,NA
"Otu03423",NA,NA
"Otu03424",NA,NA
"Otu03425",NA,NA
"Otu03426",NA,NA
"Otu03427",NA,NA
"Otu03428",NA,NA
"Otu03429",NA,NA
"Otu03430",NA,NA
"Otu03431",NA,NA
"Otu03432",NA,NA
"Otu03433",NA,NA
"Otu03435",NA,NA
"Otu03436",NA,NA
"Otu03437",NA,NA
"Otu03438",NA,NA
"Otu03439",NA,NA
"Otu03440",NA,NA
"Otu03441",NA,NA
"Otu03442","Moraxella","osloensis"
"Otu03443",NA,NA
"Otu03444",NA,NA
"Otu03445",NA,NA
"Otu03446",NA,NA
"Otu03447",NA,NA
"Otu03448",NA,NA
"Otu03449",NA,NA
"Otu03451",NA,NA
"Otu03452",NA,NA
"Otu03454",NA,NA
"Otu03455",NA,NA
"Otu03456","Maritalea","myrionectae"
"Otu03457",NA,NA
"Otu03458",NA,NA
"Otu03459",NA,NA
"Otu03460",NA,NA
"Otu03461",NA,NA
"Otu03462",NA,NA
"Otu03463",NA,NA
"Otu03464",NA,NA
"Otu03466",NA,NA
"Otu03467",NA,NA
"Otu03468",NA,NA
"Otu03469",NA,NA
"Otu03470",NA,NA
"Otu03471",NA,NA
"Otu03472",NA,NA
"Otu03473",NA,NA
"Otu03474","Coprococcus","eutactus"
"Otu03475",NA,NA
"Otu03476",NA,NA
"Otu03477",NA,NA
"Otu03478",NA,NA
"Otu03479",NA,NA
"Otu03480",NA,NA
"Otu03481",NA,NA
"Otu03482",NA,NA
"Otu03483","Sutterella","wadsworthensis"
"Otu03484",NA,NA
"Otu03485",NA,NA
"Otu03486",NA,NA
"Otu03487",NA,NA
"Otu03488",NA,NA
"Otu03489",NA,NA
"Otu03491",NA,NA
"Otu03492",NA,NA
"Otu03493",NA,NA
"Otu03494",NA,NA
"Otu03495",NA,NA
"Otu03496",NA,NA
"Otu03497",NA,NA
"Otu03498",NA,NA
"Otu03499",NA,NA
"Otu03500",NA,NA
"Otu03501",NA,NA
"Otu03502",NA,NA
"Otu03503",NA,NA
"Otu03504",NA,NA
"Otu03505",NA,NA
"Otu03506",NA,NA
"Otu03507",NA,NA
"Otu03508",NA,NA
"Otu03509",NA,NA
"Otu03510",NA,NA
"Otu03511",NA,NA
"Otu03512",NA,NA
"Otu03513",NA,NA
"Otu03514",NA,NA
"Otu03515",NA,NA
"Otu03516",NA,NA
"Otu03517",NA,NA
"Otu03518",NA,NA
"Otu03519",NA,NA
"Otu03520","Streptococcus","equinus/gallolyticus/infantarius/lutetiensis"
"Otu03521",NA,NA
"Otu03522",NA,NA
"Otu03523",NA,NA
"Otu03524",NA,NA
"Otu03525",NA,NA
"Otu03526","Pseudomonas","aeruginosa/citronellolis/delhiensis/denitrificans/knackmussii/nitritireducens/nitroreducens/panipatensis/stutzeri"
"Otu03527",NA,NA
"Otu03528",NA,NA
"Otu03529",NA,NA
"Otu03530",NA,NA
"Otu03531",NA,NA
"Otu03532",NA,NA
"Otu03533",NA,NA
"Otu03534",NA,NA
"Otu03535",NA,NA
"Otu03536",NA,NA
"Otu03537",NA,NA
"Otu03538",NA,NA
"Otu03539",NA,NA
"Otu03540",NA,NA
"Otu03541",NA,NA
"Otu03542",NA,NA
"Otu03543",NA,NA
"Otu03544",NA,NA
"Otu03545",NA,NA
"Otu03546",NA,NA
"Otu03547",NA,NA
"Otu03548",NA,NA
"Otu03550",NA,NA
"Otu03551",NA,NA
"Otu03552",NA,NA
"Otu03553",NA,NA
"Otu03554",NA,NA
"Otu03555",NA,NA
"Otu03556",NA,NA
"Otu03557",NA,NA
"Otu03558",NA,NA
"Otu03559",NA,NA
"Otu03560",NA,NA
"Otu03561",NA,NA
"Otu03562",NA,NA
"Otu03563",NA,NA
"Otu03564",NA,NA
"Otu03565",NA,NA
"Otu03566",NA,NA
"Otu03567",NA,NA
"Otu03568",NA,NA
"Otu03569",NA,NA
"Otu03570",NA,NA
"Otu03571",NA,NA
"Otu03572",NA,NA
"Otu03573",NA,NA
"Otu03574",NA,NA
"Otu03575",NA,NA
"Otu03577",NA,NA
"Otu03578",NA,NA
"Otu03579",NA,NA
"Otu03580",NA,NA
"Otu03581",NA,NA
"Otu03582",NA,NA
"Otu03583",NA,NA
"Otu03584",NA,NA
"Otu03585",NA,NA
"Otu03586",NA,NA
"Otu03587",NA,NA
"Otu03588",NA,NA
"Otu03589",NA,NA
"Otu03590",NA,NA
"Otu03591",NA,NA
"Otu03592",NA,NA
"Otu03593",NA,NA
"Otu03594",NA,NA
"Otu03595",NA,NA
"Otu03596",NA,NA
"Otu03597",NA,NA
"Otu03598",NA,NA
"Otu03599",NA,NA
"Otu03600",NA,NA
"Otu03601",NA,NA
"Otu03602",NA,NA
"Otu03603",NA,NA
"Otu03604",NA,NA
"Otu03605",NA,NA
"Otu03606",NA,NA
"Otu03608","Bacteroides","luti"
"Otu03609",NA,NA
"Otu03610",NA,NA
"Otu03611",NA,NA
"Otu03612",NA,NA
"Otu03613",NA,NA
"Otu03614",NA,NA
"Otu03615",NA,NA
"Otu03616",NA,NA
"Otu03617",NA,NA
"Otu03618",NA,NA
"Otu03619",NA,NA
"Otu03620",NA,NA
"Otu03621",NA,NA
"Otu03622",NA,NA
"Otu03624",NA,NA
"Otu03625",NA,NA
"Otu03626",NA,NA
"Otu03627",NA,NA
"Otu03628",NA,NA
"Otu03629",NA,NA
"Otu03630",NA,NA
"Otu03631",NA,NA
"Otu03632",NA,NA
"Otu03633",NA,NA
"Otu03634",NA,NA
"Otu03635",NA,NA
"Otu03636",NA,NA
"Otu03638",NA,NA
"Otu03639",NA,NA
"Otu03640",NA,NA
"Otu03643",NA,NA
"Otu03645",NA,NA
"Otu03646",NA,NA
"Otu03647",NA,NA
"Otu03648",NA,NA
"Otu03649",NA,NA
"Otu03650",NA,NA
"Otu03651",NA,NA
"Otu03652",NA,NA
"Otu03653",NA,NA
"Otu03655",NA,NA
"Otu03656",NA,NA
"Otu03657",NA,NA
"Otu03658",NA,NA
"Otu03659",NA,NA
"Otu03660",NA,NA
"Otu03661",NA,NA
"Otu03662",NA,NA
"Otu03663",NA,NA
"Otu03664",NA,NA
"Otu03665",NA,NA
"Otu03666",NA,NA
"Otu03668",NA,NA
"Otu03669",NA,NA
"Otu03670",NA,NA
"Otu03671",NA,NA
"Otu03673","Sulfurospirillum","cavolei"
"Otu03674",NA,NA
"Otu03675",NA,NA
"Otu03676",NA,NA
"Otu03677",NA,NA
"Otu03678",NA,NA
"Otu03679",NA,NA
"Otu03680",NA,NA
"Otu03681",NA,NA
"Otu03682",NA,NA
"Otu03683",NA,NA
"Otu03685",NA,NA
"Otu03686",NA,NA
"Otu03687",NA,NA
"Otu03688",NA,NA
"Otu03689",NA,NA
"Otu03690",NA,NA
"Otu03691",NA,NA
"Otu03692",NA,NA
"Otu03693",NA,NA
"Otu03694",NA,NA
"Otu03695",NA,NA
"Otu03696",NA,NA
"Otu03697",NA,NA
"Otu03699",NA,NA
"Otu03700",NA,NA
"Otu03701",NA,NA
"Otu03702",NA,NA
"Otu03703",NA,NA
"Otu03704",NA,NA
"Otu03705",NA,NA
"Otu03706",NA,NA
"Otu03707",NA,NA
"Otu03708",NA,NA
"Otu03709",NA,NA
"Otu03710",NA,NA
"Otu03711",NA,NA
"Otu03712",NA,NA
"Otu03713",NA,NA
"Otu03714",NA,NA
"Otu03715",NA,NA
"Otu03716",NA,NA
"Otu03718",NA,NA
"Otu03719",NA,NA
"Otu03720",NA,NA
"Otu03721",NA,NA
"Otu03722",NA,NA
"Otu03723",NA,NA
"Otu03724",NA,NA
"Otu03725",NA,NA
"Otu03726",NA,NA
"Otu03728",NA,NA
"Otu03729",NA,NA
"Otu03730",NA,NA
"Otu03731",NA,NA
"Otu03732",NA,NA
"Otu03733",NA,NA
"Otu03734",NA,NA
"Otu03735",NA,NA
"Otu03738",NA,NA
"Otu03739",NA,NA
"Otu03740","Coprococcus","catus"
"Otu03741","Flavonifractor","plautii"
"Otu03742","Eubacterium","ventriosum"
"Otu03743",NA,NA
"Otu03744",NA,NA
"Otu03745",NA,NA
"Otu03746",NA,NA
"Otu03747",NA,NA
"Otu03748",NA,NA
"Otu03749",NA,NA
"Otu03750","Chryseobacterium","hominis"
"Otu03751",NA,NA
"Otu03752",NA,NA
"Otu03753",NA,NA
"Otu03754",NA,NA
"Otu03755",NA,NA
"Otu03756",NA,NA
"Otu03757",NA,NA
"Otu03758",NA,NA
"Otu03759",NA,NA
"Otu03761",NA,"aquimarina/bataviensis/drentensis/globispora/indica/niacini/quisquiliarum/ureae"
"Otu03762",NA,NA
"Otu03763",NA,NA
"Otu03765",NA,NA
"Otu03766",NA,NA
"Otu03767",NA,NA
"Otu03769",NA,NA
"Otu03770",NA,NA
"Otu03771",NA,NA
"Otu03772",NA,NA
"Otu03773",NA,NA
"Otu03774",NA,NA
"Otu03775",NA,NA
"Otu03776",NA,NA
"Otu03777",NA,NA
"Otu03778",NA,NA
"Otu03779",NA,NA
"Otu03780",NA,NA
"Otu03781",NA,NA
"Otu03783",NA,NA
"Otu03784",NA,NA
"Otu03785",NA,NA
"Otu03786",NA,NA
"Otu03787",NA,NA
"Otu03788",NA,NA
"Otu03789",NA,NA
"Otu03790",NA,NA
"Otu03791",NA,NA
"Otu03792",NA,NA
"Otu03793",NA,NA
"Otu03794",NA,NA
"Otu03797",NA,NA
"Otu03798",NA,NA
"Otu03799",NA,NA
"Otu03800",NA,NA
"Otu03802",NA,NA
"Otu03803",NA,NA
"Otu03804",NA,NA
"Otu03805",NA,NA
"Otu03806",NA,NA
"Otu03807",NA,NA
"Otu03808",NA,NA
"Otu03809",NA,NA
"Otu03810",NA,NA
"Otu03811",NA,NA
"Otu03812",NA,NA
"Otu03813",NA,NA
"Otu03814",NA,NA
"Otu03815",NA,NA
"Otu03816",NA,NA
"Otu03817",NA,NA
"Otu03818",NA,NA
"Otu03819",NA,NA
"Otu03820",NA,NA
"Otu03821",NA,NA
"Otu03822",NA,NA
"Otu03823",NA,NA
"Otu03824",NA,NA
"Otu03825",NA,NA
"Otu03827",NA,NA
"Otu03828",NA,NA
"Otu03829",NA,NA
"Otu03830",NA,NA
"Otu03831",NA,NA
"Otu03832",NA,NA
"Otu03833",NA,NA
"Otu03834",NA,NA
"Otu03835",NA,NA
"Otu03836",NA,NA
"Otu03837",NA,NA
"Otu03838",NA,NA
"Otu03839",NA,NA
"Otu03840",NA,NA
"Otu03841",NA,NA
"Otu03842",NA,NA
"Otu03843",NA,NA
"Otu03844",NA,NA
"Otu03845",NA,NA
"Otu03846",NA,NA
"Otu03847",NA,NA
"Otu03848",NA,NA
"Otu03849",NA,NA
"Otu03850",NA,NA
"Otu03852",NA,NA
"Otu03854",NA,NA
"Otu03856",NA,NA
"Otu03858",NA,NA
"Otu03859",NA,NA
"Otu03860",NA,NA
"Otu03861",NA,NA
"Otu03864",NA,NA
"Otu03865",NA,NA
"Otu03866",NA,NA
"Otu03867",NA,NA
"Otu03868",NA,NA
"Otu03869",NA,NA
"Otu03870","Vogesella","perlucida"
"Otu03871",NA,NA
"Otu03872",NA,NA
"Otu03873",NA,NA
"Otu03874",NA,NA
"Otu03875",NA,NA
"Otu03876",NA,NA
"Otu03877",NA,NA
"Otu03878",NA,NA
"Otu03879",NA,NA
"Otu03880",NA,NA
"Otu03881",NA,NA
"Otu03882",NA,NA
"Otu03883",NA,NA
"Otu03884",NA,NA
"Otu03885",NA,NA
"Otu03886",NA,NA
"Otu03887",NA,NA
"Otu03888",NA,NA
"Otu03889",NA,NA
"Otu03890",NA,NA
"Otu03891",NA,NA
"Otu03892",NA,NA
"Otu03893",NA,NA
"Otu03894",NA,NA
"Otu03895",NA,NA
"Otu03896",NA,NA
"Otu03897",NA,NA
"Otu03898",NA,NA
"Otu03899",NA,NA
"Otu03900",NA,NA
"Otu03901",NA,NA
"Otu03902",NA,NA
"Otu03903",NA,NA
"Otu03904",NA,NA
"Otu03905",NA,NA
"Otu03906",NA,NA
"Otu03907",NA,NA
"Otu03908",NA,NA
"Otu03909",NA,NA
"Otu03911",NA,NA
"Otu03912",NA,NA
"Otu03913",NA,NA
"Otu03914",NA,NA
"Otu03915",NA,NA
"Otu03916",NA,NA
"Otu03917",NA,NA
"Otu03919",NA,NA
"Otu03920",NA,NA
"Otu03921",NA,NA
"Otu03923",NA,NA
"Otu03924",NA,NA
"Otu03925",NA,NA
"Otu03926",NA,NA
"Otu03927",NA,NA
"Otu03928",NA,NA
"Otu03929",NA,NA
"Otu03930",NA,NA
"Otu03931",NA,NA
"Otu03932",NA,NA
"Otu03933",NA,NA
"Otu03934",NA,NA
"Otu03935",NA,NA
"Otu03936",NA,NA
"Otu03937",NA,NA
"Otu03938",NA,NA
"Otu03939",NA,NA
"Otu03940",NA,NA
"Otu03941",NA,NA
"Otu03942",NA,NA
"Otu03943",NA,NA
"Otu03944",NA,NA
"Otu03946",NA,NA
"Otu03947",NA,NA
"Otu03948",NA,NA
"Otu03949",NA,NA
"Otu03951",NA,NA
"Otu03952",NA,NA
"Otu03953",NA,NA
"Otu03954",NA,NA
"Otu03955",NA,NA
"Otu03956",NA,NA
"Otu03958",NA,NA
"Otu03959",NA,NA
"Otu03960",NA,NA
"Otu03961",NA,NA
"Otu03962",NA,NA
"Otu03963",NA,NA
"Otu03964",NA,NA
"Otu03965",NA,NA
"Otu03966",NA,NA
"Otu03967",NA,NA
"Otu03968",NA,NA
"Otu03969",NA,NA
"Otu03970",NA,NA
"Otu03971",NA,NA
"Otu03972",NA,NA
"Otu03973",NA,NA
"Otu03974",NA,NA
"Otu03975",NA,NA
"Otu03976",NA,NA
"Otu03977",NA,NA
"Otu03979",NA,NA
"Otu03980",NA,NA
"Otu03982",NA,NA
"Otu03983",NA,NA
"Otu03985",NA,NA
"Otu03986",NA,NA
"Otu03987",NA,NA
"Otu03989",NA,NA
"Otu03990",NA,NA
"Otu03991",NA,NA
"Otu03992",NA,NA
"Otu03993",NA,NA
"Otu03994",NA,NA
"Otu03995",NA,NA
"Otu03997",NA,NA
"Otu03998",NA,NA
"Otu03999",NA,NA
"Otu04000",NA,NA
"Otu04001",NA,NA
"Otu04002",NA,NA
"Otu04003",NA,NA
"Otu04004",NA,NA
"Otu04005",NA,NA
"Otu04006",NA,NA
"Otu04007",NA,NA
"Otu04008",NA,NA
"Otu04009",NA,NA
"Otu04010",NA,NA
"Otu04012",NA,NA
"Otu04013",NA,NA
"Otu04014",NA,NA
"Otu04015",NA,NA
"Otu04016",NA,NA
"Otu04017",NA,NA
"Otu04018",NA,NA
"Otu04019",NA,NA
"Otu04020",NA,NA
"Otu04021",NA,NA
"Otu04022",NA,NA
"Otu04023",NA,NA
"Otu04024",NA,NA
"Otu04026",NA,NA
"Otu04027",NA,NA
"Otu04028",NA,NA
"Otu04029",NA,NA
"Otu04030",NA,NA
"Otu04031",NA,NA
"Otu04032",NA,NA
"Otu04033",NA,NA
"Otu04034",NA,NA
"Otu04035",NA,NA
"Otu04036",NA,NA
"Otu04038",NA,NA
"Otu04039",NA,NA
"Otu04040",NA,NA
"Otu04041","Lactococcus","garvieae/lactis/taiwanensis"
"Otu04042",NA,NA
"Otu04043",NA,NA
"Otu04044",NA,NA
"Otu04045",NA,NA
"Otu04046",NA,NA
"Otu04047",NA,NA
"Otu04048",NA,NA
"Otu04049",NA,NA
"Otu04050",NA,NA
"Otu04051",NA,NA
"Otu04052",NA,NA
"Otu04053",NA,NA
"Otu04054",NA,NA
"Otu04056",NA,NA
"Otu04057",NA,NA
"Otu04058",NA,NA
"Otu04059",NA,NA
"Otu04061","Eubacterium","callanderi/limosum"
"Otu04062",NA,NA
"Otu04063",NA,NA
"Otu04065",NA,NA
"Otu04066",NA,NA
"Otu04067",NA,NA
"Otu04068",NA,NA
"Otu04069",NA,NA
"Otu04070",NA,NA
"Otu04071",NA,NA
"Otu04073",NA,NA
"Otu04074",NA,NA
"Otu04076",NA,NA
"Otu04077",NA,NA
"Otu04078",NA,NA
"Otu04079",NA,NA
"Otu04080",NA,NA
"Otu04081",NA,NA
"Otu04082",NA,NA
"Otu04083",NA,NA
"Otu04084",NA,NA
"Otu04085",NA,NA
"Otu04086",NA,NA
"Otu04088",NA,NA
"Otu04089",NA,NA
"Otu04090",NA,NA
"Otu04091",NA,NA
"Otu04092",NA,NA
"Otu04094",NA,NA
"Otu04095",NA,NA
"Otu04096",NA,NA
"Otu04097",NA,NA
"Otu04098",NA,NA
"Otu04099",NA,NA
"Otu04100",NA,NA
"Otu04101",NA,NA
"Otu04103",NA,NA
"Otu04104",NA,NA
"Otu04105",NA,NA
"Otu04106",NA,NA
"Otu04107",NA,NA
"Otu04108",NA,NA
"Otu04109",NA,NA
"Otu04110",NA,NA
"Otu04111",NA,NA
"Otu04112",NA,NA
"Otu04113",NA,NA
"Otu04114",NA,NA
"Otu04115",NA,NA
"Otu04116",NA,NA
"Otu04117",NA,NA
"Otu04118",NA,NA
"Otu04119",NA,NA
"Otu04120",NA,NA
"Otu04121",NA,NA
"Otu04122",NA,NA
"Otu04123",NA,NA
"Otu04124",NA,NA
"Otu04125",NA,NA
"Otu04126",NA,NA
"Otu04127",NA,NA
"Otu04128",NA,NA
"Otu04130",NA,NA
"Otu04131",NA,NA
"Otu04132",NA,NA
"Otu04133",NA,NA
"Otu04134",NA,NA
"Otu04135",NA,NA
"Otu04136",NA,NA
"Otu04138",NA,NA
"Otu04139",NA,NA
"Otu04140",NA,NA
"Otu04141","Leuconostoc","mesenteroides/pseudomesenteroides"
"Otu04142",NA,NA
"Otu04143",NA,NA
"Otu04144",NA,NA
